gender,race/ethnicity,parental level of education,lunch,test preparation course,internet_access,extracurricular_activities,tutoring_support,study_method,parental_involvement,previous_term_score,attendance_rate,weekly_study_hours,sleep_hours_per_day,daily_screen_time_hours,past_failures,reading score,writing score,math score
female,group C,some high school,free/reduced,none,yes,yes,private_tutor,group_study,low,66,99.3,9.9,9.2,2.7,1,72,69,67
female,group D,associate's degree,free/reduced,none,yes,no,none,group_study,medium,67,87.7,6.4,8.1,3.4,0,66,64,60
female,group B,master's degree,standard,none,yes,yes,none,spaced_repetition,high,55,98.7,10.7,4.0,1.3,0,76,75,71
male,group B,some high school,free/reduced,completed,yes,yes,private_tutor,passive_reading,medium,66,94.7,13.8,6.6,2.4,0,75,76,76
female,group B,high school,standard,none,yes,yes,peer_tutoring,passive_reading,medium,61,98.8,9.9,8.0,3.2,1,69,71,69
male,group A,high school,standard,none,yes,no,none,active_problem_solving,low,82,83.4,9.8,8.6,0.6,0,84,85,87
male,group D,associate's degree,standard,completed,yes,yes,none,group_study,low,68,91.8,12.0,8.7,1.3,0,88,82,80
female,group C,bachelor's degree,standard,none,no,yes,none,spaced_repetition,medium,61,93.1,24.5,5.9,4.0,0,76,79,71
male,group C,some college,standard,none,yes,yes,peer_tutoring,active_problem_solving,medium,80,98.8,5.1,6.4,8.1,0,83,80,83
female,group C,associate's degree,free/reduced,none,yes,yes,private_tutor,group_study,medium,71,85.7,27.4,7.4,10.0,0,79,69,77
female,group C,associate's degree,standard,none,yes,no,none,passive_reading,medium,53,82.1,11.0,7.8,7.9,2,39,45,37
female,group B,some high school,free/reduced,completed,yes,yes,none,active_problem_solving,medium,90,91.0,19.3,7.1,2.4,0,100,92,91
female,group C,high school,standard,none,no,yes,none,active_problem_solving,high,52,91.1,14.8,4.8,2.9,0,65,58,56
male,group B,associate's degree,standard,none,yes,no,none,spaced_repetition,medium,92,87.5,7.7,9.0,8.2,0,100,100,100
female,group B,some high school,standard,none,yes,no,private_tutor,active_problem_solving,medium,61,86.0,21.4,8.1,0.6,0,83,82,81
male,group E,some college,standard,none,yes,no,none,group_study,medium,78,90.4,13.9,8.3,5.8,1,83,83,83
male,group D,some college,standard,completed,yes,yes,none,spaced_repetition,medium,70,98.3,25.0,9.5,1.7,0,91,92,84
male,group D,some high school,standard,completed,yes,yes,none,group_study,medium,63,86.4,11.0,9.0,2.1,1,74,69,77
male,group E,some high school,free/reduced,completed,no,no,none,active_problem_solving,high,75,84.5,22.6,7.0,2.5,0,84,78,85
male,group A,associate's degree,standard,none,yes,no,none,passive_reading,low,52,82.0,9.8,5.7,2.5,1,30,36,41
male,group C,associate's degree,free/reduced,none,yes,yes,none,group_study,low,70,99.5,23.2,8.0,0.5,1,70,70,74
female,group C,high school,standard,none,yes,yes,none,active_problem_solving,medium,62,87.5,18.3,5.7,3.0,0,75,74,71
female,group B,some high school,standard,none,yes,no,peer_tutoring,group_study,medium,82,95.4,9.8,6.7,1.7,1,87,89,87
male,group E,some college,standard,completed,no,yes,none,passive_reading,medium,58,96.2,9.5,7.4,3.2,1,55,57,63
female,group C,some college,free/reduced,none,yes,yes,none,active_problem_solving,medium,49,95.3,19.2,5.4,0.8,1,51,50,51
female,group D,associate's degree,standard,completed,no,no,peer_tutoring,active_problem_solving,medium,69,88.8,27.3,7.2,2.9,0,90,90,92
male,group C,some college,free/reduced,completed,yes,yes,none,passive_reading,low,41,98.0,16.2,6.0,3.1,1,36,35,43
male,group C,associate's degree,free/reduced,completed,yes,no,private_tutor,passive_reading,low,77,97.8,21.6,6.4,1.5,0,100,97,93
male,group C,some high school,free/reduced,none,no,yes,none,passive_reading,medium,46,91.2,12.8,6.6,2.8,0,28,34,36
female,group C,some college,standard,none,yes,yes,none,spaced_repetition,medium,57,93.5,15.5,9.5,1.1,0,69,69,59
female,group D,bachelor's degree,standard,none,yes,yes,peer_tutoring,active_problem_solving,high,72,84.5,25.8,5.5,5.1,0,93,94,85
male,group D,some college,free/reduced,none,yes,no,none,group_study,medium,72,95.1,25.6,6.1,3.3,0,83,77,84
male,group D,bachelor's degree,free/reduced,none,yes,yes,peer_tutoring,active_problem_solving,medium,88,89.7,7.0,8.0,8.1,0,97,95,91
male,group C,high school,standard,completed,yes,yes,none,passive_reading,medium,82,97.1,6.4,5.5,3.5,0,92,92,99
male,group C,some college,standard,completed,yes,no,peer_tutoring,group_study,high,76,85.1,3.4,8.5,4.4,0,83,80,86
male,group E,bachelor's degree,free/reduced,none,yes,yes,none,active_problem_solving,medium,64,91.3,7.6,8.3,2.3,0,74,71,73
female,group C,high school,standard,none,yes,yes,none,passive_reading,medium,67,92.9,6.7,8.6,4.6,0,63,64,60
male,group D,some college,standard,none,yes,no,peer_tutoring,active_problem_solving,medium,65,98.0,8.6,8.6,5.1,1,72,72,65
male,group C,associate's degree,free/reduced,none,yes,yes,private_tutor,group_study,medium,57,90.8,8.2,7.6,0.5,1,63,62,63
male,group C,associate's degree,standard,none,yes,no,none,group_study,medium,70,92.3,12.0,5.3,4.1,0,80,78,79
female,group D,some college,free/reduced,completed,no,no,none,active_problem_solving,medium,44,96.5,15.5,6.0,0.6,0,59,58,55
male,group C,master's degree,standard,none,yes,yes,none,passive_reading,high,60,97.1,8.4,6.0,6.3,1,66,62,63
female,group E,high school,standard,none,yes,yes,none,active_problem_solving,high,58,94.5,3.6,6.2,4.7,0,67,65,71
female,group A,some college,standard,none,yes,no,private_tutor,group_study,medium,75,93.1,18.6,6.8,1.1,0,98,87,90
female,group B,some college,free/reduced,none,yes,no,peer_tutoring,passive_reading,medium,71,95.0,22.9,7.8,6.6,0,73,74,69
male,group B,some high school,standard,none,no,no,peer_tutoring,group_study,low,93,90.7,13.6,7.6,4.0,0,95,96,90
male,group E,some college,standard,none,yes,yes,private_tutor,spaced_repetition,medium,76,81.3,11.6,8.1,1.3,1,86,86,85
female,group E,some college,standard,completed,yes,yes,none,spaced_repetition,medium,66,91.0,19.5,7.8,1.3,0,97,90,84
female,group D,associate's degree,free/reduced,none,yes,yes,none,group_study,medium,56,92.0,14.0,7.8,3.4,0,60,57,58
male,group C,some high school,standard,completed,yes,no,none,group_study,low,50,85.0,8.4,6.8,2.0,0,54,52,50
female,group C,some college,free/reduced,none,yes,yes,none,active_problem_solving,medium,70,92.4,25.0,8.2,1.3,0,76,77,67
female,group C,associate's degree,standard,none,yes,no,none,spaced_repetition,medium,79,88.7,9.6,8.2,3.5,0,98,95,98
female,group E,associate's degree,free/reduced,none,yes,no,none,group_study,high,58,96.3,18.2,7.2,1.5,0,78,71,69
female,group D,high school,standard,none,yes,yes,private_tutor,group_study,medium,73,89.1,10.0,8.1,4.0,0,87,88,80
female,group C,high school,free/reduced,completed,yes,yes,private_tutor,spaced_repetition,medium,63,94.0,7.6,7.3,8.2,1,75,72,68
male,group D,bachelor's degree,standard,none,yes,yes,none,spaced_repetition,medium,68,90.6,22.4,7.5,3.4,1,82,75,83
female,group A,associate's degree,free/reduced,none,yes,yes,none,passive_reading,medium,69,96.9,18.0,7.4,3.8,1,77,74,67
female,group E,associate's degree,standard,none,yes,no,none,active_problem_solving,high,77,96.2,8.4,6.8,1.8,0,98,93,97
male,group B,high school,free/reduced,none,no,no,none,spaced_repetition,high,81,93.7,16.3,6.7,3.2,0,83,80,79
male,group E,some high school,standard,none,yes,no,private_tutor,active_problem_solving,low,87,89.6,9.1,7.8,2.6,0,96,96,96
female,group C,master's degree,standard,completed,yes,no,none,passive_reading,medium,76,98.7,9.5,7.2,5.3,0,100,99,94
female,group B,associate's degree,standard,completed,no,yes,none,active_problem_solving,medium,75,92.9,22.8,8.1,2.4,0,100,99,92
female,group B,high school,standard,none,yes,yes,none,passive_reading,medium,46,98.6,6.4,6.5,1.3,1,49,43,46
female,group B,some college,standard,none,yes,no,none,passive_reading,medium,68,92.8,9.0,6.4,3.7,0,70,70,57
male,group E,some high school,free/reduced,none,yes,yes,peer_tutoring,spaced_repetition,high,63,91.6,6.5,5.4,1.8,0,57,57,60
female,group E,some high school,free/reduced,none,yes,yes,peer_tutoring,group_study,medium,66,94.9,6.1,7.9,1.8,0,64,66,69
male,group D,associate's degree,free/reduced,none,yes,no,peer_tutoring,active_problem_solving,high,67,93.9,12.7,5.8,4.3,0,70,73,70
male,group D,some college,standard,completed,yes,yes,none,active_problem_solving,medium,68,99.2,22.8,7.9,2.4,0,99,88,87
male,group D,some high school,free/reduced,none,yes,yes,none,spaced_repetition,medium,55,85.4,10.5,7.6,3.3,0,40,45,49
female,group D,associate's degree,standard,completed,yes,yes,peer_tutoring,active_problem_solving,low,62,88.2,19.2,7.0,2.3,0,81,81,77
male,group A,bachelor's degree,free/reduced,completed,yes,no,peer_tutoring,spaced_repetition,medium,59,97.1,17.4,5.8,8.1,0,75,73,69
female,group E,bachelor's degree,standard,none,yes,no,private_tutor,active_problem_solving,medium,64,87.7,8.1,6.9,4.3,0,81,82,76
male,group B,some college,standard,none,yes,yes,peer_tutoring,group_study,high,62,89.8,25.9,7.0,2.3,0,75,68,70
male,group D,associate's degree,free/reduced,none,yes,yes,none,spaced_repetition,medium,67,93.1,7.2,8.4,1.7,1,65,60,67
male,group D,associate's degree,standard,none,yes,no,none,passive_reading,medium,70,92.0,9.2,8.4,1.8,0,73,72,73
female,group E,high school,standard,none,yes,yes,none,active_problem_solving,medium,65,84.9,16.7,6.5,2.5,0,80,78,74
female,group B,associate's degree,standard,completed,yes,yes,none,passive_reading,low,84,95.5,19.5,5.7,5.3,0,100,99,89
male,group C,some high school,standard,none,yes,no,private_tutor,group_study,medium,53,82.3,17.5,8.8,4.2,0,58,60,56
female,group D,master's degree,standard,completed,yes,no,none,group_study,low,76,93.6,10.8,4.5,2.0,0,97,91,87
female,group B,associate's degree,standard,none,no,yes,peer_tutoring,spaced_repetition,medium,57,96.7,15.2,7.5,4.9,0,68,66,66
female,group E,some college,standard,completed,yes,no,none,spaced_repetition,high,54,99.0,12.3,7.3,2.3,3,67,65,65
female,group C,high school,free/reduced,none,no,yes,none,passive_reading,medium,76,95.5,17.8,7.2,4.0,0,72,74,73
male,group A,some college,standard,none,yes,no,private_tutor,group_study,high,69,98.9,21.6,9.4,1.1,1,94,92,86
female,group E,some college,free/reduced,completed,yes,yes,peer_tutoring,active_problem_solving,low,57,93.6,29.0,7.4,3.3,0,72,69,68
female,group B,high school,free/reduced,completed,no,no,none,active_problem_solving,high,80,92.9,18.8,10.0,1.6,0,91,94,89
male,group C,master's degree,free/reduced,none,yes,yes,peer_tutoring,passive_reading,high,63,90.1,15.5,9.1,10.0,0,66,62,68
female,group B,bachelor's degree,free/reduced,none,yes,no,none,active_problem_solving,medium,54,88.9,8.1,7.2,5.4,3,51,48,57
male,group C,associate's degree,standard,none,yes,no,peer_tutoring,spaced_repetition,medium,74,98.1,8.0,6.4,3.0,0,93,86,86
female,group B,some college,standard,none,yes,no,peer_tutoring,spaced_repetition,medium,65,87.5,5.4,8.2,2.0,1,75,73,74
male,group C,associate's degree,standard,none,yes,no,peer_tutoring,active_problem_solving,high,68,96.7,10.9,7.6,5.2,0,80,74,75
male,group C,high school,free/reduced,none,no,yes,none,active_problem_solving,low,83,91.7,11.3,5.1,3.5,0,73,75,79
female,group E,associate's degree,standard,completed,yes,no,peer_tutoring,active_problem_solving,high,50,98.9,14.9,6.7,0.8,0,93,86,79
male,group C,some high school,free/reduced,completed,yes,yes,none,spaced_repetition,medium,47,89.7,22.4,7.9,3.4,0,49,50,47
female,group E,some college,standard,completed,yes,yes,none,group_study,medium,58,97.2,11.6,8.5,0.5,0,88,83,75
female,group D,bachelor's degree,standard,none,yes,no,private_tutor,spaced_repetition,high,55,95.0,14.8,7.8,7.7,0,79,75,72
female,group E,high school,standard,none,yes,no,private_tutor,active_problem_solving,medium,84,95.6,8.1,6.5,3.6,2,94,95,95
female,group B,bachelor's degree,standard,none,yes,no,none,group_study,high,67,93.6,18.1,8.3,3.3,0,86,82,80
male,group B,bachelor's degree,standard,completed,yes,yes,peer_tutoring,active_problem_solving,medium,65,95.7,12.3,6.6,4.8,1,86,82,85
male,group E,some college,free/reduced,none,yes,yes,peer_tutoring,spaced_repetition,high,33,83.4,13.4,6.9,1.7,1,23,28,28
female,group C,high school,free/reduced,completed,yes,yes,none,passive_reading,low,57,93.6,13.6,10.0,1.3,0,58,63,63
female,group D,associate's degree,standard,none,yes,yes,private_tutor,passive_reading,medium,68,95.2,12.9,8.3,1.0,0,86,78,72
female,group C,some high school,standard,none,yes,no,none,group_study,low,79,99.7,12.8,6.0,3.7,0,77,80,79
male,group D,bachelor's degree,standard,completed,yes,yes,none,passive_reading,medium,66,82.4,15.6,5.7,1.9,0,79,76,82
female,group D,associate's degree,standard,none,yes,yes,none,spaced_repetition,high,79,94.6,7.1,8.7,2.5,0,95,91,88
female,group E,high school,free/reduced,completed,yes,no,peer_tutoring,group_study,medium,63,87.5,14.5,7.8,4.8,1,74,70,71
female,group D,some high school,standard,none,yes,no,private_tutor,spaced_repetition,high,65,91.1,24.5,6.9,2.7,1,85,82,83
female,group E,associate's degree,standard,completed,no,no,none,active_problem_solving,medium,67,97.0,9.1,8.5,6.5,0,83,82,79
male,group D,some high school,free/reduced,completed,yes,yes,none,spaced_repetition,medium,82,94.6,21.4,7.5,1.6,0,93,92,86
male,group B,high school,standard,none,no,no,peer_tutoring,spaced_repetition,medium,60,96.7,7.2,7.9,1.5,0,65,64,63
male,group B,bachelor's degree,standard,none,yes,yes,none,active_problem_solving,medium,61,90.9,11.3,7.2,3.6,0,79,73,68
female,group C,master's degree,free/reduced,completed,no,no,none,passive_reading,high,45,75.3,14.4,8.3,3.7,2,42,46,45
female,group E,associate's degree,standard,completed,yes,yes,none,spaced_repetition,medium,56,98.1,17.1,6.5,1.0,0,81,80,72
female,group B,some high school,standard,none,yes,yes,none,active_problem_solving,high,51,89.6,10.8,7.2,7.4,1,54,55,48
male,group C,some college,standard,completed,yes,no,peer_tutoring,group_study,medium,60,88.2,6.5,6.7,0.5,0,75,71,68
male,group E,some high school,standard,none,yes,no,none,passive_reading,high,56,97.9,13.1,6.7,0.6,1,60,57,59
female,group C,master's degree,free/reduced,none,yes,yes,none,group_study,medium,71,98.8,17.8,7.8,2.5,0,89,90,84
female,group D,bachelor's degree,free/reduced,none,yes,yes,none,active_problem_solving,medium,57,96.4,6.4,8.0,6.7,1,63,60,63
female,group D,some college,free/reduced,none,yes,yes,peer_tutoring,passive_reading,high,83,90.9,32.6,7.2,4.3,0,98,96,91
female,group B,associate's degree,standard,completed,no,no,peer_tutoring,active_problem_solving,medium,70,86.5,11.0,7.8,0.9,1,89,82,82
male,group A,high school,free/reduced,none,yes,no,peer_tutoring,spaced_repetition,medium,87,93.0,9.6,5.9,5.5,0,89,85,93
male,group D,some college,standard,none,yes,no,none,active_problem_solving,medium,51,85.8,15.5,5.0,4.0,1,53,52,54
male,group D,master's degree,free/reduced,none,yes,no,none,spaced_repetition,low,85,83.7,11.7,7.5,3.4,0,90,88,88
male,group C,some college,free/reduced,completed,yes,no,peer_tutoring,passive_reading,low,66,91.7,8.2,6.4,3.1,0,61,60,65
male,group C,associate's degree,free/reduced,completed,yes,no,none,spaced_repetition,medium,67,94.8,13.8,6.4,2.8,1,73,69,69
female,group C,some high school,standard,completed,yes,no,peer_tutoring,spaced_repetition,medium,65,91.5,11.9,6.6,0.5,0,83,79,70
male,group D,some high school,standard,completed,yes,yes,peer_tutoring,active_problem_solving,medium,53,92.8,11.1,7.4,2.0,0,71,66,65
female,group D,associate's degree,free/reduced,completed,yes,yes,none,passive_reading,medium,64,97.6,9.3,8.0,2.5,0,69,65,60
female,group A,some college,standard,completed,yes,yes,none,group_study,low,79,94.7,16.3,8.8,3.3,0,95,95,85
female,group B,some college,standard,completed,yes,yes,none,active_problem_solving,high,60,99.2,16.5,7.8,4.1,0,89,81,86
female,group E,associate's degree,standard,completed,yes,no,none,group_study,high,72,87.9,13.7,7.4,1.8,0,100,100,98
female,group E,some college,free/reduced,none,yes,no,none,passive_reading,medium,52,98.6,16.4,7.1,4.2,1,52,57,47
female,group B,bachelor's degree,standard,none,yes,yes,private_tutor,spaced_repetition,medium,45,84.9,19.7,7.2,3.2,0,64,59,53
male,group E,some college,free/reduced,completed,yes,no,none,passive_reading,low,42,99.3,12.7,8.8,4.5,1,36,44,36
female,group C,some college,standard,none,yes,no,none,group_study,low,61,91.1,13.6,8.7,5.6,1,67,65,65
male,group E,some high school,standard,none,yes,yes,none,active_problem_solving,medium,64,89.9,17.3,6.4,1.7,1,63,63,63
female,group C,some high school,standard,none,yes,no,none,spaced_repetition,low,56,84.5,11.2,7.9,2.6,0,61,66,61
female,group D,associate's degree,standard,none,no,no,none,passive_reading,medium,64,98.4,8.5,7.9,2.8,0,62,65,60
male,group C,some college,free/reduced,none,yes,yes,none,active_problem_solving,medium,70,93.8,16.3,7.6,3.6,0,76,77,76
female,group D,associate's degree,standard,completed,yes,no,none,active_problem_solving,low,54,98.1,4.9,6.1,2.2,0,75,72,66
female,group B,some college,free/reduced,none,yes,no,none,passive_reading,medium,74,87.5,26.9,6.8,2.7,0,75,75,69
male,group E,associate's degree,standard,completed,yes,yes,none,spaced_repetition,high,83,93.5,9.6,8.5,0.5,0,100,98,96
male,group B,some high school,standard,none,yes,no,peer_tutoring,active_problem_solving,medium,72,92.6,13.8,6.8,2.5,0,79,71,78
female,group B,high school,standard,none,yes,yes,peer_tutoring,spaced_repetition,high,54,89.5,19.9,5.7,2.3,1,68,64,61
female,group E,high school,standard,none,yes,yes,peer_tutoring,active_problem_solving,high,57,97.5,4.5,5.4,2.6,1,71,72,66
female,group A,bachelor's degree,free/reduced,none,yes,no,none,passive_reading,high,68,92.0,12.3,7.4,1.8,0,79,78,70
male,group B,associate's degree,standard,completed,yes,yes,none,active_problem_solving,high,64,84.2,11.6,6.2,4.1,1,78,73,79
female,group D,bachelor's degree,standard,completed,yes,no,none,spaced_repetition,low,63,98.4,7.5,7.3,4.8,0,78,78,71
female,group C,some high school,standard,none,yes,no,none,passive_reading,medium,77,87.4,13.5,8.2,4.0,0,76,77,76
male,group C,some college,standard,completed,yes,no,none,active_problem_solving,medium,63,91.2,8.5,6.8,6.0,1,71,70,71
female,group D,associate's degree,free/reduced,none,yes,yes,none,passive_reading,high,71,94.5,6.2,4.0,3.4,1,69,69,63
female,group C,some college,standard,none,yes,no,peer_tutoring,passive_reading,medium,63,89.6,10.1,7.0,0.7,1,70,66,70
male,group E,some college,free/reduced,completed,yes,no,none,spaced_repetition,high,81,97.8,12.4,6.3,5.4,0,100,96,93
female,group D,high school,free/reduced,none,yes,no,peer_tutoring,group_study,high,67,92.0,13.9,8.2,0.9,0,80,77,72
female,group C,some high school,free/reduced,none,yes,yes,none,active_problem_solving,low,54,84.3,14.3,6.0,3.5,0,45,46,48
female,group C,some high school,standard,none,yes,no,none,group_study,medium,95,93.3,7.1,7.1,3.7,0,100,96,97
female,group B,associate's degree,free/reduced,none,no,no,none,passive_reading,low,66,96.4,13.2,9.8,1.4,0,72,69,69
male,group D,bachelor's degree,standard,none,yes,no,none,group_study,medium,44,98.3,14.6,7.3,2.1,2,52,47,47
female,group B,high school,standard,none,no,no,private_tutor,passive_reading,high,53,95.4,15.1,7.5,1.8,0,76,72,67
female,group A,some college,standard,none,yes,no,peer_tutoring,active_problem_solving,high,69,83.7,10.6,7.9,2.8,0,89,84,83
male,group D,some college,standard,none,yes,yes,none,group_study,low,84,86.1,17.4,7.5,3.5,0,91,85,86
male,group B,high school,standard,none,no,no,none,group_study,low,85,92.8,18.8,8.9,1.3,0,85,83,81
male,group E,high school,standard,none,yes,no,none,passive_reading,medium,69,83.3,10.2,6.3,3.8,0,60,61,66
female,group E,some high school,standard,none,yes,yes,none,spaced_repetition,low,73,98.2,19.1,7.6,7.4,0,82,79,78
male,group E,bachelor's degree,free/reduced,none,yes,yes,peer_tutoring,group_study,medium,57,96.8,17.8,7.2,2.9,0,70,68,66
male,group C,some college,free/reduced,none,no,yes,none,passive_reading,high,68,97.4,6.0,6.7,3.8,0,60,58,61
female,group D,master's degree,standard,none,no,yes,private_tutor,passive_reading,medium,60,96.1,12.5,7.1,0.5,0,73,73,68
male,group B,bachelor's degree,free/reduced,completed,yes,yes,none,group_study,high,53,93.5,11.8,7.4,4.2,0,66,65,61
male,group B,associate's degree,standard,completed,yes,yes,none,group_study,high,42,90.7,7.0,6.7,2.5,2,48,43,43
male,group D,bachelor's degree,standard,none,yes,no,none,passive_reading,high,79,98.0,14.8,7.6,2.4,0,97,96,96
female,group C,master's degree,standard,completed,yes,no,peer_tutoring,active_problem_solving,low,67,91.6,11.5,9.5,4.9,0,92,90,86
male,group D,some high school,standard,completed,yes,no,peer_tutoring,active_problem_solving,medium,58,83.3,15.3,6.9,1.5,1,69,59,64
male,group E,associate's degree,standard,none,yes,no,none,spaced_repetition,high,42,75.3,5.0,7.9,2.1,0,46,45,48
female,group B,bachelor's degree,free/reduced,none,yes,no,peer_tutoring,passive_reading,low,52,91.6,14.5,5.0,2.1,1,48,50,57
female,group E,high school,free/reduced,completed,yes,yes,none,passive_reading,high,69,98.6,13.7,5.7,5.0,1,66,69,68
female,group C,high school,free/reduced,completed,yes,yes,none,passive_reading,medium,70,95.4,8.1,7.3,1.3,0,72,65,62
female,group E,associate's degree,standard,none,yes,no,private_tutor,active_problem_solving,high,77,90.7,13.5,6.7,2.1,1,100,96,86
male,group C,some high school,free/reduced,none,yes,no,none,group_study,low,65,93.0,15.4,7.9,4.4,0,60,55,58
male,group C,associate's degree,free/reduced,none,no,no,none,active_problem_solving,high,67,95.5,8.6,7.0,2.7,1,64,64,68
male,group D,some college,free/reduced,none,yes,no,none,spaced_repetition,medium,81,86.1,15.8,7.6,6.2,1,81,76,83
male,group E,bachelor's degree,free/reduced,none,yes,yes,none,passive_reading,medium,65,85.9,24.0,6.9,2.4,0,58,60,66
female,group A,master's degree,standard,none,yes,no,none,spaced_repetition,high,66,82.7,12.6,8.3,8.3,1,80,75,74
male,group C,some high school,standard,none,yes,no,private_tutor,passive_reading,high,76,89.0,3.3,7.6,7.4,1,78,81,72
male,group D,associate's degree,standard,none,no,no,peer_tutoring,spaced_repetition,medium,76,88.2,19.5,7.9,2.1,0,89,85,82
female,group D,associate's degree,standard,none,yes,yes,none,passive_reading,high,87,84.7,21.6,9.0,1.9,1,100,100,93
male,group B,master's degree,free/reduced,none,yes,no,none,passive_reading,medium,84,87.6,10.4,7.0,1.1,0,95,92,92
male,group D,some college,free/reduced,completed,yes,no,none,passive_reading,medium,63,93.9,22.5,7.4,1.6,0,76,75,67
female,group D,associate's degree,free/reduced,none,yes,no,none,passive_reading,medium,79,93.1,16.9,9.6,2.9,0,77,83,81
female,group D,some high school,free/reduced,none,yes,no,none,active_problem_solving,high,62,93.3,9.7,8.0,0.6,0,63,63,59
female,group C,bachelor's degree,free/reduced,completed,yes,yes,none,group_study,high,39,97.2,6.0,6.8,2.3,1,55,57,49
female,group C,some high school,free/reduced,completed,yes,no,none,spaced_repetition,high,61,87.8,13.1,7.8,1.1,1,64,62,69
male,group D,some high school,standard,none,yes,no,peer_tutoring,spaced_repetition,medium,54,89.7,21.3,6.6,1.9,0,56,52,60
male,group A,some college,free/reduced,none,yes,yes,private_tutor,active_problem_solving,medium,73,87.3,16.8,6.1,4.7,0,78,72,81
male,group B,high school,standard,none,yes,yes,none,active_problem_solving,high,62,97.3,20.2,6.5,4.9,0,77,76,73
female,group B,some high school,standard,completed,yes,no,none,spaced_repetition,low,67,94.8,34.4,5.9,3.4,0,85,83,78
male,group D,some college,free/reduced,none,yes,no,none,group_study,medium,67,87.2,5.4,5.7,2.6,0,62,68,69
female,group B,some college,standard,none,yes,no,none,group_study,medium,74,93.3,25.9,8.9,1.9,0,89,85,89
female,group E,associate's degree,free/reduced,none,yes,no,none,passive_reading,low,64,87.8,30.7,8.7,1.9,0,63,66,70
male,group D,bachelor's degree,free/reduced,none,yes,yes,peer_tutoring,spaced_repetition,high,60,94.7,11.7,9.2,3.2,0,77,70,74
male,group D,associate's degree,standard,none,yes,yes,none,active_problem_solving,low,100,95.4,15.0,7.8,4.3,0,100,100,100
male,group C,some college,free/reduced,none,yes,no,none,group_study,high,55,89.2,10.6,8.7,6.9,0,54,57,59
female,group C,some college,standard,completed,yes,yes,none,group_study,low,59,94.6,16.6,6.9,8.1,2,67,64,64
male,group B,associate's degree,standard,none,yes,yes,private_tutor,active_problem_solving,medium,48,89.6,11.3,7.0,2.4,1,53,47,48
female,group D,some college,standard,completed,no,no,peer_tutoring,passive_reading,medium,66,94.3,15.9,5.5,3.0,1,83,78,77
female,group D,associate's degree,standard,completed,yes,yes,peer_tutoring,group_study,medium,65,94.1,17.6,7.1,1.0,0,93,87,89
female,group C,some high school,standard,none,yes,yes,private_tutor,passive_reading,medium,65,88.9,15.9,5.8,4.8,0,80,79,79
male,group D,some college,standard,none,yes,no,none,spaced_repetition,high,78,97.6,8.8,6.4,1.4,0,94,88,88
female,group B,bachelor's degree,free/reduced,completed,yes,yes,none,passive_reading,medium,67,81.0,17.7,7.8,3.8,0,79,77,71
female,group E,some college,free/reduced,none,yes,no,none,spaced_repetition,high,32,94.1,9.4,7.1,5.8,1,33,30,29
male,group E,high school,standard,completed,yes,no,none,active_problem_solving,medium,64,94.6,14.9,7.4,2.3,1,79,75,75
female,group D,some college,free/reduced,completed,yes,no,peer_tutoring,spaced_repetition,low,66,96.2,11.7,6.3,0.9,0,77,80,78
female,group B,some high school,standard,completed,yes,yes,peer_tutoring,active_problem_solving,medium,86,98.2,11.7,7.8,2.3,0,100,100,100
female,group C,bachelor's degree,standard,none,yes,no,none,spaced_repetition,medium,54,82.7,14.8,7.7,2.0,0,65,65,58
male,group B,high school,standard,none,yes,yes,private_tutor,active_problem_solving,medium,59,85.1,8.4,7.0,1.5,1,62,63,66
male,group D,some high school,free/reduced,none,yes,yes,peer_tutoring,spaced_repetition,low,66,98.7,9.8,8.6,2.0,0,68,64,67
male,group C,some college,standard,none,yes,no,private_tutor,group_study,medium,64,97.7,12.3,7.0,7.7,1,73,72,72
male,group E,associate's degree,free/reduced,none,yes,yes,none,spaced_repetition,medium,75,95.6,10.5,6.5,4.8,0,80,78,79
female,group B,some college,standard,completed,yes,yes,peer_tutoring,active_problem_solving,medium,87,87.7,30.6,7.4,2.8,0,100,100,100
female,group D,high school,standard,none,yes,no,none,active_problem_solving,medium,90,97.6,2.0,5.9,2.0,0,100,100,95
male,group C,associate's degree,free/reduced,none,no,no,none,group_study,low,52,92.4,17.6,5.8,9.0,0,41,46,44
male,group D,bachelor's degree,standard,none,yes,no,none,passive_reading,high,55,92.2,19.2,8.1,1.5,1,60,63,63
male,group C,bachelor's degree,standard,none,no,yes,peer_tutoring,active_problem_solving,high,64,78.4,27.0,6.9,2.7,0,70,67,71
male,group D,master's degree,standard,completed,yes,yes,none,active_problem_solving,medium,74,96.1,14.8,6.4,3.2,0,100,96,93
male,group D,associate's degree,standard,none,no,no,none,active_problem_solving,high,39,92.7,19.0,9.2,4.3,0,48,49,46
female,group E,high school,free/reduced,none,yes,yes,none,active_problem_solving,medium,57,88.0,25.2,5.9,3.9,0,67,66,66
male,group C,some college,free/reduced,none,no,yes,none,group_study,medium,76,89.8,18.2,8.3,3.6,0,72,66,78
female,group E,some high school,standard,none,yes,no,none,active_problem_solving,medium,70,99.1,4.4,7.4,3.4,0,80,75,82
male,group D,some high school,standard,none,no,no,none,spaced_repetition,medium,64,89.7,9.9,6.0,2.1,0,56,64,65
male,group D,associate's degree,free/reduced,completed,yes,yes,none,active_problem_solving,medium,71,93.2,5.9,7.1,7.9,0,80,79,73
