Hours_Studied,Previous_Score,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index
1,77,No,6,1,49.4
2,83,Yes,9,2,65.0
6,96,Yes,5,6,84.2
5,95,Yes,6,7,80.7
7,90,Yes,5,7,77.6
3,98,Yes,7,7,81.3
3,88,Yes,5,0,71.7
2,73,Yes,6,6,51.9
3,50,No,4,1,28.7
1,70,No,4,9,46.3
5,57,Yes,5,3,45.9
5,62,Yes,9,4,48.4
7,99,No,6,0,91.0
4,61,Yes,8,3,48.0
3,82,Yes,4,3,58.8
1,57,Yes,7,8,35.0
8,79,Yes,6,8,74.1
3,86,Yes,6,9,66.2
2,80,No,4,0,52.7
4,86,Yes,8,7,73.3
3,78,Yes,7,3,60.6
1,59,Yes,8,3,32.1
3,52,No,7,4,34.3
2,84,No,4,1,56.6
8,40,Yes,6,0,32.1
6,91,Yes,7,4,78.1
9,43,Yes,6,6,42.3
8,63,Yes,5,9,59.9
3,75,No,5,8,55.3
5,75,No,4,1,60.4
7,84,Yes,4,7,75.1
5,41,Yes,9,6,30.2
8,67,No,4,1,61.1
5,65,No,5,4,51.5
1,62,Yes,7,6,36.5
5,54,Yes,8,2,44.4
4,75,Yes,4,1,62.3
6,66,No,8,5,56.8
3,45,No,8,9,25.3
5,74,No,5,5,64.5
2,78,No,9,3,56.1
6,77,Yes,7,0,66.2
6,74,No,5,4,64.9
5,75,No,4,0,56.6
6,49,No,5,7,39.0
7,69,Yes,5,1,59.1
5,92,No,5,8,81.2
1,80,No,4,8,56.9
8,77,No,4,2,69.0
4,68,Yes,5,5,53.6
9,91,No,5,8,87.3
6,98,Yes,8,6,90.6
1,82,Yes,7,3,57.8
3,78,No,8,2,62.4
3,89,Yes,9,1,74.2
4,43,No,7,9,31.7
6,44,Yes,9,9,34.8
7,43,Yes,7,0,33.6
4,75,No,5,9,59.3
6,98,No,8,0,87.0
1,84,Yes,7,3,60.1
8,55,Yes,9,3,52.9
7,64,Yes,7,8,56.7
9,53,Yes,4,9,49.2
3,50,No,7,0,30.5
2,68,Yes,5,3,43.7
1,73,Yes,6,2,51.2
3,61,No,4,8,43.8
5,53,Yes,6,4,39.9
2,95,No,5,8,72.8
3,63,No,6,9,40.9
4,98,No,7,5,77.7
7,78,Yes,6,8,71.9
3,65,No,8,0,43.6
9,82,No,5,3,78.5
8,75,No,8,3,69.8
4,78,Yes,6,9,64.5
1,55,Yes,8,9,34.5
1,97,Yes,4,5,72.8
1,77,Yes,6,9,50.8
1,98,No,9,0,74.9
8,71,No,8,9,70.9
3,45,No,7,4,23.1
6,73,Yes,6,2,62.3
3,95,No,9,0,79.5
5,47,Yes,4,5,28.8
7,69,Yes,7,2,60.6
2,66,Yes,6,3,46.5
6,46,No,7,8,40.3
6,66,No,6,1,54.2
3,64,Yes,6,0,42.7
6,95,No,5,9,84.1
5,85,Yes,8,5,69.3
2,80,No,6,0,58.7
9,54,Yes,4,0,52.8
8,64,Yes,9,6,67.8
3,61,Yes,8,1,41.6
8,57,No,5,3,45.7
9,51,No,8,3,47.0
3,62,No,8,1,43.4
3,90,No,6,5,73.7
2,84,No,4,9,61.6
8,78,Yes,6,1,75.3
1,64,No,4,7,38.8
8,49,Yes,4,3,42.0
7,69,No,7,0,60.5
7,49,No,6,6,37.2
3,73,No,5,5,52.5
1,85,Yes,9,5,62.2
4,52,No,8,2,33.0
9,93,Yes,7,9,95.7
5,68,No,5,6,55.1
1,77,Yes,9,5,56.7
5,80,Yes,9,9,72.1
8,84,Yes,6,9,77.4
8,48,Yes,4,8,42.8
5,52,No,6,2,33.3
9,76,No,9,2,76.8
1,53,Yes,6,3,29.4
4,76,No,7,2,60.4
3,48,Yes,5,3,27.6
2,47,No,9,5,29.0
8,78,No,7,0,71.3
7,79,No,5,1,66.2
9,93,Yes,7,9,95.1
2,42,No,8,5,23.0
4,94,Yes,4,5,75.1
6,95,No,4,0,81.7
3,86,Yes,4,5,68.1
8,79,No,8,8,80.3
3,72,Yes,9,7,57.1
2,71,Yes,9,9,56.9
3,46,Yes,8,4,28.1
6,58,No,4,3,47.7
2,73,Yes,4,5,48.7
8,53,No,5,4,47.8
1,89,Yes,5,5,63.9
7,86,Yes,6,9,82.5
2,85,Yes,7,2,65.3
6,95,No,5,6,79.6
2,96,No,5,7,75.9
2,58,No,5,4,33.1
8,90,No,5,4,85.4
2,93,No,8,3,71.1
7,98,No,6,9,89.3
3,65,No,5,4,42.1
8,56,Yes,9,9,51.9
7,93,Yes,7,7,86.7
8,67,No,5,4,63.6
7,58,No,8,8,49.7
6,66,No,9,0,59.6
7,87,No,4,6,77.6
5,91,No,4,4,75.9
7,96,Yes,6,3,84.4
1,58,No,4,2,30.1
1,72,No,5,9,49.0
9,90,No,8,6,89.8
5,46,Yes,6,1,36.3
5,68,Yes,9,4,57.1
3,94,Yes,5,1,76.9
5,82,Yes,4,6,66.0
3,44,No,7,5,25.7
9,69,Yes,5,9,68.3
9,88,Yes,7,6,86.0
6,82,Yes,9,8,75.0
1,95,Yes,7,1,70.6
7,97,Yes,9,8,94.2
7,47,No,6,6,40.6
4,81,Yes,8,1,67.0
8,51,Yes,4,9,42.3
6,81,Yes,4,1,68.8
4,52,No,5,3,34.4
4,65,No,4,1,45.7
2,57,No,6,0,33.5
2,81,No,4,5,61.1
4,90,No,5,9,70.5
5,91,No,4,4,76.1
8,88,No,8,2,83.3
6,59,No,9,0,49.9
4,55,Yes,7,8,42.6
7,76,Yes,7,7,66.5
8,42,No,9,5,38.9
2,66,Yes,7,5,49.3
7,54,No,8,3,41.7
2,97,Yes,6,1,77.1
2,73,Yes,5,3,54.3
8,84,No,8,1,82.4
2,61,Yes,5,6,39.2
9,79,No,6,8,77.5
1,62,No,8,1,38.7
9,98,Yes,4,8,96.7
1,88,No,6,8,67.7
2,43,Yes,7,7,20.8
6,90,Yes,8,0,80.5
6,93,No,6,4,83.0
1,96,No,6,9,73.6
7,80,No,8,3,74.1
8,62,No,7,6,58.0
2,86,No,9,7,65.7
8,99,Yes,7,9,99.4
9,48,No,6,7,43.7
6,63,Yes,5,1,46.3
5,60,No,9,2,47.2
9,80,Yes,9,9,79.0
9,85,Yes,6,9,83.2
1,94,Yes,8,6,73.2
3,92,Yes,8,3,75.1
9,55,Yes,8,5,56.4
2,95,No,7,7,74.9
4,94,Yes,4,7,73.8
4,64,No,8,6,52.5
2,65,Yes,8,1,44.5
3,88,No,9,1,69.7
3,84,Yes,5,2,63.5
1,48,Yes,5,3,21.2
6,54,No,6,0,42.3
8,78,No,6,4,72.9
3,72,Yes,6,6,58.9
5,40,Yes,8,9,24.6
1,44,No,5,4,14.9
7,95,Yes,6,6,88.9
1,48,Yes,5,4,23.8
9,83,No,8,9,81.5
8,45,Yes,9,7,41.3
7,67,Yes,8,6,62.5
7,84,No,6,0,73.7
5,65,Yes,8,0,55.3
5,67,No,8,4,53.6
5,79,No,5,1,64.2
1,54,Yes,4,8,33.1
8,45,Yes,7,1,39.1
1,66,No,6,8,42.8
4,77,No,4,9,57.3
9,43,Yes,9,1,41.1
9,50,No,6,3,44.2
5,60,Yes,4,2,44.0
4,69,No,8,5,54.8
3,57,No,6,3,39.6
3,74,No,4,8,52.5
5,42,Yes,7,8,34.2
1,51,No,8,9,24.5
5,66,No,6,8,53.5
6,92,No,9,2,85.5
7,69,No,9,2,65.0
9,60,Yes,6,3,57.8
3,77,No,4,8,59.1
2,60,Yes,6,5,40.0
3,99,No,8,8,81.7
9,77,No,5,7,70.8
7,79,Yes,9,6,75.8
9,54,Yes,4,4,50.6
2,57,No,7,8,38.8
5,91,No,6,3,77.0
4,68,No,8,3,52.2
2,87,Yes,6,7,65.6
9,77,No,7,3,76.9
9,99,Yes,8,6,98.6
6,60,No,7,3,45.9
6,56,Yes,8,0,49.0
8,80,Yes,5,9,73.3
6,90,Yes,9,8,81.6
1,57,No,8,3,34.3
4,96,No,7,2,80.6
7,94,Yes,4,2,86.9
2,76,Yes,9,8,60.5
9,99,Yes,5,7,98.9
8,77,No,6,9,70.4
8,51,No,5,6,49.2
7,50,No,5,6,42.6
4,87,Yes,6,3,77.1
2,91,No,8,2,72.2
3,88,No,5,3,69.2
6,59,No,9,5,48.7
5,48,Yes,5,3,30.2
8,40,No,4,3,30.7
6,97,No,9,1,89.1
6,42,No,4,6,27.8
1,60,No,9,5,37.6
4,62,No,7,1,43.4
5,48,Yes,6,4,35.5
3,93,Yes,9,5,77.8
9,58,Yes,9,4,60.9
1,84,Yes,8,3,64.7
6,94,No,8,8,89.6
6,85,No,7,2,72.4
5,91,Yes,8,1,79.4
5,58,Yes,8,8,48.1
5,62,Yes,4,7,47.9
6,66,No,8,8,60.6
8,66,No,8,9,65.1
2,78,No,7,2,58.0
6,75,Yes,7,0,62.7
1,51,Yes,5,0,24.7
4,94,Yes,8,2,77.9
3,66,No,8,3,49.5
9,85,No,9,1,82.8
3,73,Yes,8,7,62.3
6,72,Yes,4,2,59.8
1,67,No,9,3,43.1
6,70,No,8,5,61.8
4,71,Yes,4,9,51.4
8,89,Yes,5,5,82.1
9,59,No,9,1,58.4
4,79,Yes,6,5,64.7
6,74,Yes,8,3,61.9
1,70,No,9,4,49.4
4,97,Yes,7,6,82.3
7,70,No,9,6,66.2
1,77,Yes,7,5,55.6
8,61,No,8,9,55.1
6,84,Yes,4,5,74.0
5,80,Yes,7,5,67.5
9,48,Yes,9,3,47.8
2,91,No,9,2,72.0
5,48,Yes,7,0,35.5
6,54,Yes,5,2,41.6
7,52,No,5,2,43.7
5,61,Yes,5,8,46.7
9,55,No,7,2,47.4
1,71,No,7,7,47.1
7,41,No,9,7,39.1
7,65,Yes,8,2,54.9
4,53,No,8,9,39.3
9,98,Yes,4,9,97.2
5,77,No,7,5,63.9
4,73,Yes,8,7,58.7
7,47,No,8,7,39.3
4,75,No,5,9,62.2
3,60,Yes,5,9,41.1
9,95,No,5,8,90.4
8,85,Yes,6,8,83.5
1,82,No,8,7,59.7
7,95,Yes,5,6,92.0
9,67,No,5,9,64.2
8,85,No,7,2,77.3
8,83,Yes,9,6,81.7
6,87,No,5,3,73.4
4,45,Yes,7,1,26.1
8,59,Yes,4,7,50.8
3,70,No,5,1,50.0
9,72,No,9,0,68.5
2,83,No,7,4,57.9
2,46,Yes,9,9,31.6
7,47,Yes,5,8,38.6
4,48,No,4,4,29.5
8,41,Yes,5,1,34.5
9,56,No,7,9,57.8
7,91,No,4,3,84.9
5,84,No,4,7,70.1
8,76,Yes,4,6,71.1
4,81,Yes,6,4,63.3
2,83,No,7,3,60.8
6,56,Yes,6,4,46.3
9,92,No,9,6,93.9
1,77,No,4,4,49.8
7,74,Yes,6,7,68.7
9,99,No,5,6,97.6
9,86,No,6,6,84.3
3,78,No,8,8,59.2
5,69,No,9,7,57.4
8,45,No,4,7,36.1
8,43,Yes,4,5,35.4
4,90,Yes,9,6,75.2
1,76,No,9,7,55.0
1,74,Yes,7,4,51.2
4,97,No,5,9,82.5
6,96,No,9,1,87.6
8,48,No,9,6,48.0
6,45,No,7,9,34.0
9,52,Yes,9,2,58.2
9,98,Yes,6,9,93.8
2,61,No,8,7,43.2
1,67,Yes,8,5,42.7
2,69,No,8,3,49.8
5,91,Yes,9,1,80.4
4,75,No,8,6,63.5
4,41,No,5,0,21.6
9,97,No,6,6,95.5
8,75,Yes,8,9,73.8
6,47,Yes,4,9,35.9
1,84,No,9,6,59.8
2,81,Yes,6,9,59.5
6,89,Yes,5,2,78.7
2,48,Yes,8,3,23.0
5,40,Yes,5,3,25.7
5,52,Yes,9,3,45.1
6,89,Yes,8,8,79.7
6,54,Yes,4,5,40.7
6,71,Yes,6,9,61.2
2,73,Yes,4,8,48.5
3,82,Yes,8,3,66.1
6,70,Yes,7,6,63.8
8,53,Yes,6,9,51.2
1,93,Yes,5,8,72.0
1,86,No,8,9,67.6
2,53,No,4,2,29.9
6,87,Yes,9,2,80.6
9,94,Yes,7,5,93.8
4,68,Yes,9,7,57.9
3,86,No,8,0,70.5
8,58,No,5,3,49.8
9,66,Yes,4,7,65.1
5,48,Yes,6,5,31.0
9,76,Yes,7,1,75.7
2,76,Yes,8,7,60.3
3,82,Yes,8,0,62.4
7,67,No,8,0,56.7
7,91,Yes,8,6,88.7
6,96,No,4,9,83.9
6,63,Yes,6,2,46.8
2,67,Yes,5,7,40.9
6,75,No,7,8,64.5
4,91,No,8,7,78.0
3,57,Yes,9,0,41.2
2,64,No,8,0,43.3
1,74,Yes,6,5,51.4
5,43,No,6,0,31.1
2,53,No,4,7,31.5
2,78,Yes,4,5,56.9
7,65,Yes,9,4,60.2
8,47,No,9,5,42.8
8,63,Yes,4,3,58.1
4,55,No,7,0,46.4
1,59,No,9,6,36.7
7,54,Yes,4,9,46.1
1,46,No,8,8,27.7
4,97,Yes,4,3,81.0
8,56,Yes,7,3,53.1
2,61,No,4,8,36.9
6,61,Yes,4,3,50.1
6,93,No,8,9,85.3
9,51,No,9,3,52.3
5,57,Yes,8,7,49.2
4,95,Yes,8,3,84.8
5,85,No,4,8,70.4
5,86,Yes,8,7,77.1
8,54,No,6,4,51.0
8,76,No,5,8,72.4
2,55,No,5,7,30.3
7,44,No,8,9,37.2
8,41,No,9,3,37.1
6,91,Yes,7,3,86.1
5,67,No,8,0,53.2
9,96,No,9,3,95.4
3,80,No,8,7,61.5
4,93,No,4,4,79.4
9,66,No,9,5,64.7
6,70,No,7,3,58.7
8,80,Yes,8,4,77.2
7,75,Yes,6,9,71.9
2,86,No,9,7,66.6
3,82,No,5,8,65.2
1,40,No,9,2,10.8
9,89,Yes,6,9,92.9
7,68,No,6,3,59.9
1,40,No,6,0,16.6
3,47,No,7,4,23.4
4,96,No,7,3,80.9
4,55,No,9,5,36.9
5,97,No,7,5,82.2
3,67,Yes,5,9,49.9
3,61,No,4,5,40.5
1,57,No,9,2,39.0
7,61,No,8,6,53.5
1,80,No,8,2,56.3
2,51,No,9,5,31.4
4,58,No,4,9,37.8
4,64,No,8,0,47.2
5,89,No,9,7,80.2
2,98,No,9,6,80.3
4,44,Yes,6,8,24.9
1,98,Yes,5,2,73.2
2,73,Yes,8,7,56.7
1,78,No,5,1,51.9
4,98,Yes,9,8,86.3
4,49,Yes,4,0,33.0
7,86,Yes,9,9,86.8
9,96,Yes,8,6,96.6
9,46,No,5,9,42.7
5,99,Yes,6,0,83.8
1,76,Yes,6,5,57.0
1,86,No,9,0,63.5
6,91,Yes,4,3,78.2
2,99,No,7,6,82.1
8,91,Yes,8,1,88.5
9,54,Yes,9,2,54.7
4,81,Yes,6,3,65.7
5,63,No,6,5,48.9
8,65,Yes,4,8,62.7
3,65,Yes,6,3,42.6
5,85,No,8,5,77.1
3,65,Yes,4,6,42.7
3,97,Yes,5,3,79.8
3,49,Yes,4,5,29.1
7,56,Yes,8,2,44.7
7,92,Yes,8,4,86.9
7,53,No,5,9,40.0
8,41,No,9,3,37.8
5,87,No,4,6,72.7
5,52,Yes,8,5,36.6
4,66,Yes,8,6,52.4
7,48,Yes,5,5,38.5
4,46,Yes,7,1,31.0
2,87,Yes,4,6,60.4
4,49,No,8,7,31.1
8,95,No,6,6,89.6
9,93,No,5,3,89.9
3,48,Yes,7,3,29.8
7,61,No,7,4,53.0
9,62,No,5,8,60.2
4,46,No,7,4,26.6
3,87,No,8,1,74.6
5,48,Yes,7,4,35.1
1,66,Yes,4,2,40.3
3,63,No,6,9,44.8
8,68,No,8,7,66.5
8,56,No,5,9,49.5
4,59,No,6,9,45.2
2,46,No,9,1,23.8
8,82,No,8,3,81.7
8,79,No,6,4,72.5
4,46,No,7,3,26.9
3,67,No,9,4,50.9
2,58,Yes,5,9,32.0
9,59,No,5,3,55.3
1,83,Yes,4,2,52.4
7,78,Yes,7,0,69.7
5,79,No,4,3,66.6
8,46,No,4,8,37.8
4,45,Yes,7,0,28.0
7,64,Yes,8,6,58.5
5,80,No,9,2,66.9
5,98,Yes,4,7,86.7
9,52,No,6,5,51.0
9,78,No,9,0,78.7
9,79,Yes,8,9,79.4
6,61,No,7,4,49.4
6,88,Yes,5,7,76.7
5,56,No,8,2,43.7
9,87,No,4,3,83.2
8,61,Yes,6,6,54.6
7,73,Yes,9,5,70.1
7,47,No,7,6,39.9
6,88,No,5,8,78.5
5,84,Yes,9,8,77.4
4,57,No,6,1,41.7
3,63,Yes,5,2,44.8
3,99,Yes,7,3,74.3
6,93,Yes,9,5,87.0
4,99,No,8,4,89.4
6,81,Yes,4,5,72.6
3,41,No,7,7,26.1
4,41,Yes,6,1,24.7
9,66,No,8,5,64.7
5,53,No,9,8,39.2
7,87,Yes,5,4,74.3
2,78,Yes,8,0,57.6
5,92,Yes,8,7,79.2
9,92,No,6,3,88.3
3,95,No,4,7,76.6
9,51,No,8,3,49.5
6,71,Yes,8,7,61.4
4,67,Yes,4,8,46.6
7,94,Yes,4,4,83.7
8,67,Yes,5,4,58.9
6,85,Yes,9,1,77.6
5,64,No,5,8,48.5
6,43,Yes,4,3,30.7
5,65,No,7,2,49.9
8,75,Yes,4,1,71.3
1,89,Yes,5,2,71.2
7,42,Yes,6,3,35.4
2,40,Yes,6,8,20.4
9,56,Yes,9,5,55.7
1,46,No,8,9,19.3
6,87,Yes,6,4,76.6
9,44,No,5,8,41.8
1,58,No,6,7,33.8
4,78,No,7,5,59.8
4,85,No,4,2,66.5
9,73,Yes,4,6,70.0
5,74,Yes,5,9,63.1
5,88,Yes,8,5,77.6
6,55,Yes,4,7,41.2
1,79,Yes,6,5,51.6
1,89,No,7,9,69.8
9,86,Yes,8,3,88.2
3,78,Yes,8,9,61.4
4,66,No,8,6,49.4
1,80,Yes,4,6,56.0
9,77,Yes,9,7,75.0
8,89,No,8,1,89.2
2,89,Yes,5,5,66.8
8,64,No,6,2,56.2
7,65,No,9,7,62.8
6,95,Yes,7,3,85.5
1,53,No,6,3,28.6
7,53,Yes,5,1,43.1
7,53,Yes,5,5,46.0
9,64,Yes,9,5,66.0
1,75,No,6,0,49.6
2,43,No,4,7,15.9
9,86,No,5,2,79.4
9,54,No,8,0,52.6
6,71,No,7,9,65.5
6,57,No,7,0,42.7
4,53,No,5,0,33.4
4,97,No,8,4,86.4
5,40,No,6,4,27.5
3,81,No,7,0,62.5
1,59,No,8,4,35.8
1,49,Yes,8,6,29.7
7,49,No,4,4,36.5
1,98,Yes,5,8,73.5
1,63,Yes,8,3,38.6
3,73,Yes,6,8,56.0
4,67,Yes,7,7,48.4
4,66,No,4,0,47.2
2,79,Yes,6,3,55.6
1,40,Yes,7,6,12.8
3,72,Yes,5,0,46.1
4,43,No,6,7,25.2
3,46,Yes,7,1,25.6
8,48,Yes,4,7,40.5
1,55,No,7,3,32.6
2,44,No,8,7,22.7
7,73,No,4,0,60.3
4,99,No,6,4,82.2
8,62,No,9,8,64.5
3,82,No,5,6,61.5
6,89,No,4,2,74.4
9,64,No,4,3,60.2
1,96,No,4,9,66.5
1,90,Yes,7,6,66.8
8,52,No,8,5,44.8
3,63,Yes,9,3,46.9
5,50,Yes,5,2,33.5
1,91,No,5,1,63.9
5,90,No,8,9,78.3
6,56,No,7,8,45.0
8,76,No,7,2,71.7
3,52,Yes,8,6,38.1
3,66,Yes,8,0,50.7
9,59,No,6,7,49.5
4,72,Yes,7,0,55.2
4,81,No,4,1,59.8
7,71,Yes,5,0,59.8
2,47,Yes,7,3,28.0
8,95,No,8,1,96.1
6,68,No,4,0,53.9
3,79,Yes,6,0,58.8
9,58,No,9,1,56.4
5,45,Yes,6,5,26.3
8,83,No,4,1,74.4
7,99,No,4,1,88.8
8,78,No,8,7,73.2
7,87,No,9,4,85.8
3,80,No,8,7,62.2
2,60,No,5,7,39.1
7,96,No,9,1,91.8
3,61,Yes,9,6,51.5
3,81,No,5,8,60.0
2,49,Yes,6,7,29.2
4,49,No,4,8,30.1
8,91,Yes,6,7,87.2
1,68,No,8,3,46.2
1,55,No,7,9,32.9
5,40,Yes,8,6,29.8
5,56,No,7,8,42.9
1,69,No,4,8,43.9
6,65,No,4,3,51.2
1,92,No,9,6,71.2
5,85,No,4,5,72.3
9,58,Yes,5,2,56.2
5,92,No,5,9,80.0
6,60,Yes,7,5,50.3
8,56,Yes,6,7,52.1
1,85,Yes,9,1,65.1
2,79,Yes,6,2,61.4
9,60,Yes,7,7,59.5
3,92,Yes,5,3,72.6
6,80,Yes,8,3,71.7
5,79,Yes,9,1,71.1
2,84,No,7,9,65.1
7,88,Yes,6,0,79.1
4,58,No,7,6,45.1
1,99,Yes,7,3,80.1
4,46,Yes,4,5,25.6
6,56,No,5,7,45.4
7,40,Yes,9,6,37.0
7,76,No,4,6,62.4
7,96,Yes,5,5,89.3
3,45,No,7,3,22.3
6,65,No,5,3,52.3
8,41,Yes,6,8,35.0
4,98,Yes,9,4,85.9
8,71,Yes,4,8,69.7
2,96,Yes,9,8,77.1
9,87,No,7,3,91.0
9,93,No,6,1,88.5
8,44,No,5,1,31.6
1,76,No,5,8,52.3
2,70,No,6,8,52.1
6,51,No,5,2,38.6
5,74,No,4,4,57.9
9,69,Yes,8,4,64.8
5,87,Yes,5,1,70.9
2,45,Yes,7,1,21.8
4,54,Yes,5,9,38.4
9,54,Yes,9,0,53.6
1,55,Yes,7,1,29.3
1,59,Yes,5,6,33.5
7,52,Yes,5,0,43.4
3,83,No,7,0,64.7
2,81,Yes,4,8,58.0
9,85,Yes,8,1,84.4
3,70,Yes,8,3,50.8
2,73,No,4,2,51.1
8,68,Yes,5,3,62.5
6,42,No,8,6,31.3
6,48,No,4,9,38.0
7,50,Yes,4,1,40.8
7,50,No,8,1,41.8
6,64,Yes,7,8,55.1
4,61,Yes,6,5,45.7
9,81,Yes,7,6,81.4
6,97,No,5,4,83.7
4,85,Yes,7,4,65.4
3,48,Yes,9,3,26.2
4,59,Yes,6,7,42.7
3,98,No,6,6,78.0
2,60,No,4,9,33.7
5,49,No,9,1,41.6
2,61,No,5,1,39.3
6,68,Yes,4,5,57.8
3,48,Yes,7,0,28.8
6,44,No,7,6,30.7
9,79,Yes,8,7,81.3
1,50,No,4,9,26.3
6,40,Yes,9,7,33.3
9,92,Yes,4,2,86.3
4,81,No,4,6,67.4
2,40,No,4,0,11.8
4,97,Yes,6,2,78.5
1,93,No,8,5,72.9
3,78,Yes,5,8,58.9
9,99,Yes,5,4,99.4
5,85,Yes,5,4,71.1
6,44,Yes,6,8,37.0
3,88,No,8,8,72.0
5,61,Yes,9,5,49.8
8,65,Yes,8,4,62.7
6,92,Yes,6,9,83.0
4,45,No,9,1,28.4
2,71,Yes,4,7,49.3
9,87,No,7,7,87.7
1,50,No,4,6,18.7
1,49,No,5,7,23.6
4,86,No,4,2,62.1
7,78,No,6,2,74.4
1,94,No,5,1,68.1
9,73,No,7,0,73.6
4,70,Yes,9,2,54.1
3,51,Yes,9,2,35.7
1,90,No,5,6,69.1
4,83,No,4,9,66.6
9,55,No,8,8,52.5
6,77,Yes,8,0,68.1
6,42,No,9,7,30.4
1,41,Yes,8,0,16.2
2,91,Yes,5,2,65.5
6,44,No,8,3,33.1
2,50,Yes,6,7,25.1
3,97,No,9,0,77.0
4,64,No,7,1,48.5
5,74,No,8,4,64.6
9,74,Yes,6,5,69.9
4,61,No,6,4,44.5
9,76,Yes,5,2,71.9
3,61,No,9,9,44.9
8,94,No,5,6,85.9
1,50,No,7,0,25.0
9,71,No,7,1,68.9
9,74,No,4,8,69.8
2,70,Yes,7,3,49.1
4,84,No,9,7,64.0
8,92,No,9,8,89.8
7,47,No,5,6,37.9
1,59,Yes,6,0,36.6
5,81,No,4,4,66.2
7,73,No,7,5,66.5
4,43,No,6,7,27.8
1,57,No,5,9,35.2
9,90,Yes,8,7,91.3
5,43,No,4,8,27.7
2,59,Yes,9,8,37.9
8,97,Yes,6,3,92.2
2,48,Yes,5,5,25.7
3,55,Yes,5,2,29.1
1,65,No,4,0,36.7
2,77,No,4,5,52.8
7,64,Yes,7,0,57.9
2,43,Yes,7,8,26.6
6,80,Yes,9,5,75.7
3,98,No,9,0,81.9
4,84,Yes,4,2,69.8
8,80,Yes,4,0,72.0
3,77,Yes,6,1,58.5
6,92,Yes,7,5,81.6
1,58,Yes,5,6,34.7
7,53,No,7,0,42.4
8,60,Yes,7,9,55.5
8,54,No,4,4,43.3
3,42,No,4,5,21.4
1,76,No,7,3,53.9
9,92,No,8,5,92.1
6,89,No,8,4,82.7
9,85,Yes,9,6,87.0
7,55,No,7,3,52.5
1,53,No,8,0,28.1
1,48,Yes,9,1,28.7
6,86,No,9,5,79.4
5,46,Yes,7,9,35.2
9,53,Yes,9,1,51.3
2,45,Yes,4,4,20.9
8,60,Yes,4,3,56.0
5,54,Yes,4,6,40.3
2,91,No,5,3,67.3
6,47,Yes,4,6,33.7
8,73,Yes,4,7,67.1
4,79,No,7,6,70.8
2,40,No,8,1,18.2
5,71,No,8,0,59.4
2,97,No,4,4,72.4
2,88,Yes,4,6,62.5
6,90,No,4,0,76.5
9,44,Yes,9,7,49.3
4,69,No,7,2,52.2
6,61,No,7,6,52.1
7,59,No,7,2,53.2
6,55,No,8,3,44.0
8,46,No,5,7,42.0
4,46,Yes,8,1,31.0
1,89,Yes,7,5,67.1
7,89,Yes,6,9,83.6
3,41,No,5,8,18.4
6,86,Yes,4,9,72.5
2,53,No,9,8,32.1
9,70,No,8,4,70.0
1,89,Yes,9,2,71.8
6,80,Yes,5,5,64.9
6,53,No,6,8,45.3
5,44,No,5,5,28.8
5,50,Yes,8,3,37.8
1,79,No,7,4,56.4
5,44,Yes,4,6,25.4
2,68,Yes,7,9,47.5
7,50,No,7,2,42.6
3,44,No,8,8,24.0
4,88,No,7,0,70.2
3,93,No,7,7,81.5
3,71,Yes,8,4,52.6
4,75,No,8,9,63.0
5,54,Yes,6,8,36.4
1,58,Yes,7,1,34.1
4,61,No,5,0,43.7
8,73,Yes,4,9,68.5
7,95,No,9,6,91.6
9,56,No,4,9,54.5
5,51,Yes,8,8,40.4
4,64,Yes,9,4,48.1
8,95,Yes,8,3,90.5
9,56,No,6,3,56.3
7,49,No,7,7,41.7
7,67,Yes,8,0,60.9
5,96,No,8,0,83.5
4,57,No,4,7,42.2
1,90,Yes,7,1,67.0
7,57,No,6,9,55.7
1,84,Yes,8,5,55.8
1,71,Yes,8,1,47.1
5,53,Yes,8,4,42.0
9,95,No,4,2,93.5
6,55,Yes,8,6,49.6
3,89,Yes,8,8,67.6
3,97,Yes,4,1,78.9
7,57,Yes,8,6,53.9
6,55,No,7,7,46.3
9,56,Yes,7,9,59.1
6,46,No,4,7,33.0
5,51,Yes,7,6,38.1
7,73,No,9,3,66.4
1,49,No,9,3,26.1
7,44,No,9,9,38.9
3,60,No,6,8,42.2
9,42,Yes,8,9,42.2
6,58,Yes,6,8,44.8
9,84,No,7,4,79.9
5,83,No,4,6,68.6
7,74,No,9,6,74.1
4,45,Yes,4,8,29.1
7,53,No,6,6,47.7
1,43,No,7,7,22.8
7,84,Yes,8,6,84.1
8,90,Yes,7,3,85.5
5,57,Yes,9,1,45.3
2,68,Yes,7,2,50.4
5,74,Yes,4,6,59.5
6,91,Yes,5,8,85.1
2,77,No,9,1,57.0
6,55,No,8,6,44.6
6,59,Yes,9,3,49.6
1,63,No,9,6,44.5
1,74,Yes,8,4,51.7
3,83,No,9,6,63.5
3,90,Yes,4,5,65.6
4,58,Yes,7,1,40.7
2,95,No,4,6,69.1
9,43,No,7,4,38.7
7,72,Yes,5,8,62.6
7,41,Yes,9,0,34.5
6,52,Yes,5,0,39.1
3,97,Yes,6,1,74.8
6,84,Yes,7,7,74.1
8,69,Yes,4,8,61.5
8,73,No,4,6,65.0
9,69,No,9,0,70.0
1,90,No,4,6,62.7
1,93,No,6,7,68.0
3,63,No,8,6,45.3
